Gene	DI
CAPN6	0
CCDC13	0.806451613
CCDC171	-0.769230769
CCDC63	0
CCDC96	0
CCL25	0
CELF5	-0.769230769
CENPT	0
COPB2	0
CORO2A	-0.769230769
CRYBG3	-0.769230769
CSRNP2	0
CTD-2267D19.3	0.806451613
DACT1	-0.769230769
DCLK3	0
DCTN1	0.806451613
DDIT4L	0
DENND4A	0.806451613
DET1	0.806451613
DGAT2L6	0.806451613
ECHDC3	0.806451613
EFS	-0.769230769
EGFL6	-0.769230769
FABP12	0
FADS2	-0.769230769
FAM188B2	0.806451613
FCGR1A	0
FNDC7	0
FOXP2	0.806451613
FSD1	0
FSTL1	0.806451613
FUBP3	0.806451613
GABPB1	0
GALNT12	0.806451613
GNA15	0.806451613
GNPDA1	0.806451613
GPR110	0
GPR116	0.806451613
GPR124	0.806451613
GPR183	0.806451613
GPR85	0.806451613
HAUS3	0.806451613
HDLBP	0
HEATR2	0.806451613
HPGD	-0.769230769
HTATSF1	0.806451613
HTR1B	0.806451613
IGHV3-9	-0.769230769
IGHV4-31	-0.769230769
IGLJ6	0.806451613
IL1R1	0
INPP5A	0
ITGAD	0
ITGAV	-0.769230769
ITK	0
KANK3	-0.769230769
KCNK10	-0.769230769
KRTAP6-2	0
LARS	0
LCA10	0.806451613
LDHAL6A	-0.769230769
LGI1	0.806451613
LIPC	-0.769230769
LRP5L	0
MAGI3	-0.769230769
MAP4K2	0
MAP7D3	0
MAPKAPK3	0.806451613
MEGF10	-0.769230769
MELK	0.806451613
MS4A2	0.806451613
MST1R	0.806451613
MYH14	-0.769230769
MYOF	0.806451613
NRD1	0.806451613
NUDT10	-0.769230769
OR10H5	0
OR11H12	-0.769230769
OR1I1	-0.769230769
OR2AK2	-0.769230769
OR2M2	-0.769230769
OR4C5	0.806451613
OR4K1	0
OR4S1	0.806451613
OR51B6	0.806451613
OR51G2	-0.769230769
OR52B1P	0.806451613
OR5D16	-0.769230769
OR5M11	-0.769230769
OR6C68	0.806451613
OR8D1	0
OTC	-0.769230769
PALD1	0.806451613
PARD3	0.806451613
PCDH11X	0.806451613
PCDHGB3	0
PDE7B	0.806451613
PDZD9	0
PFKFB4	-0.769230769
PGF	0
PKD2	-0.769230769
PLAC8L1	-0.769230769
PLCB2	0
POU3F2	0.806451613
PROSER2	0.806451613
PRR19	0.806451613
PSD	0
PTPLAD1	0.806451613
RCVRN	-0.769230769
RNASE9	0.806451613
ROBO3	0.806451613
RP11-468E2.6	0
RPS6KA5	0.806451613
RTCB	0.806451613
S1PR3	-0.769230769
SCG2	0.806451613
SCUBE1	0
SERPINH1	0
SH3D19	-0.769230769
SIDT2	0
SLC22A2	0.806451613
SLC28A1	0.806451613
SLC38A5	0
SLC44A2	0
SLC4A1	0
SLC7A2	-0.769230769
SLC9C1	0.806451613
SLITRK2	0
SMPD4	0.806451613
SORBS3	0
SPATA16	-0.769230769
SYT4	0
TAS2R31	0.806451613
TDRP	-0.769230769
TEDDM1	0.806451613
TJP1	0.806451613
TLE2	0.806451613
TM4SF19	0.806451613
TMEM169	0
TMEM203	-0.769230769
TMEM44	0.806451613
TMEM8C	0
TNNI1	-0.769230769
TRAFD1	0
TRAV38-1	0
TRIM62	-0.769230769
TRIM67	-0.769230769
TTC17	0
TTC22	0
TTC38	0.806451613
TTLL3	0
UBA6	0.806451613
USP37	0.806451613
USP40	0.806451613
VAX1	0
VIPR1	0
WAS	-0.769230769
WDR13	0
WDR31	0
ZBED2	0.806451613
ZDHHC9	-0.769230769
ZNF555	0.806451613
ZNF660	-0.769230769
ZRANB3	-0.769230769
MUC15	0
NPIPB3	0
OR2T12	-0.769230769
ANAPC13	0.806451613
LRRC10	0.806451613
METTL11B	0.806451613
TNFSF12-TNFSF13	0.806451613
MTMR10	0
MTTP	0.806451613
NANOS2	0.806451613
CPN2	0
CYFIP2	-0.769230769
KRT1	-0.769230769
KRT17	-0.769230769
METTL22	0
LEUTX	0
SERPINI2	-0.769230769
ERCC4	0.806451613
ITM2A	-0.769230769
KCNIP2	-0.769230769
KLHL8	0.806451613
SYNDIG1L	0
TNFAIP8L2	0
ARHGEF9	0.806451613
CENPA	-0.769230769
FSIP1	0.806451613
ICOSLG	0
NCKIPSD	0.806451613
PURA	0
SLC25A24	0
STK32C	0.806451613
CA12	-0.769230769
CEP192	0
GFRA1	0
GSTCD	0.806451613
GSTM2	-0.769230769
HIST1H4K	0
IFNE	-0.769230769
LUC7L2	-0.769230769
LUZP1	0
PRKCD	0
RS1	0.806451613
SLC9A6	0
TMEM109	-0.769230769
TUBB6	0.806451613
UFSP2	-0.769230769
ASAH2B	0.806451613
CCL18	0
CCR1	0.806451613
CD109	0
FXYD2	0.806451613
KATNBL1	0.806451613
MRPL42	0
OR2T6	-0.769230769
OSBPL11	0
PRELP	-0.769230769
RAB27B	0.806451613
TATDN2	0.806451613
TTBK2	0.806451613
TUB	0.806451613
UBE4B	0
CBL	0.806451613
DKK1	0.806451613
ERAP2	0.806451613
FAM104B	-0.769230769
FAM198A	0
GABRB2	0
GPR111	0.806451613
HSPB8	0.806451613
KHDRBS2	0
LIMD2	0
MFSD9	0.806451613
NXF3	0
OR2T3	-0.769230769
SPTB	0
ZNF592	0.806451613
ZNF620	0.806451613
ANKDD1B	-0.769230769
ANKFY1	0.806451613
BLOC1S4	0
CARS	0
FGF11	0.806451613
FOXN2	0.806451613
GNG4	-0.769230769
GPR176	0
KCNH3	0
KCNH8	-0.769230769
ME3	0.806451613
SEPT6	-0.769230769
SERAC1	-0.769230769
SLC6A9	-0.769230769
SYCP3	0.806451613
TAF7L	0.806451613
TEKT4	0.806451613
TEX36	0
TPCN1	0.806451613
TPM2	0.806451613
ZXDB	0.806451613
AP3D1	0
BAIAP2L2	0.806451613
CYLD	-0.769230769
DUSP23	0
FOXE1	0
HARS	-0.769230769
HCCS	0.806451613
LEPRE1	0.806451613
MLH1	-0.769230769
NDUFAF4	0.806451613
OMD	0
OR2A2	-0.769230769
OXTR	0
PAFAH2	0.806451613
PMS1	0.806451613
RAB11FIP5	-0.769230769
ROCK2	-0.769230769
SEPT8	-0.769230769
SLC43A1	0.806451613
SLC4A10	0
SRGAP3	-0.769230769
TFAP2E	0
TTC18	-0.769230769
UGT8	-0.769230769
VCAM1	0.806451613
VHLL	0.806451613
ABLIM3	0.806451613
ACSM5	0.806451613
BAG3	0.806451613
C19orf83	0
C21orf2	0.806451613
C5orf17	-0.769230769
CCDC130	0.806451613
CCDC141	0
CCDC39	0.806451613
CCDC41	0.806451613
CSNK1E	0.806451613
CSPG5	0.806451613
CTR9	0
EML4	0.806451613
FAM49A	-0.769230769
FAM50B	-0.769230769
FHL5	-0.769230769
FILIP1	-0.769230769
FOXI2	-0.769230769
IBTK	0
IFI44L	0
IGHA2	0
IGHM	-0.769230769
LARP6	0
LINGO1	0
MAP2K2	-0.769230769
MOV10	0.806451613
MRAS	-0.769230769
NUP188	0
OFD1	-0.769230769
OR1B1	-0.769230769
OR1Q1	0.806451613
PAQR3	0.806451613
PLCD4	-0.769230769
PPP1R3G	0.806451613
RP11-181C3.1	0
RSG1	-0.769230769
RTKN2	0.806451613
RTN1	0
SOHLH2	0
SPNS2	-0.769230769
STAG1	-0.769230769
TRIM45	0.806451613
WNK3	0.806451613
WNT5A	0.806451613
ZDHHC18	0
AGBL2	0.806451613
AGTR2	0.806451613
ALDH1A2	0
ALKBH4	0.806451613
ALOXE3	-0.769230769
ALS2CL	0.806451613
AQP4	-0.769230769
ARAP3	-0.769230769
ARMC3	0.806451613
ARMCX2	0.806451613
BMP2K	0
C11orf48	-0.769230769
C3orf49	0.806451613
CCDC169	-0.769230769
CDHR1	0.806451613
CES4A	-0.769230769
CTTN	-0.769230769
CYSLTR1	0
DEFB118	-0.769230769
DKK3	0.806451613
DLG3	0.806451613
DLL1	-0.769230769
DPP4	0.806451613
EARS2	0
ECSCR	-0.769230769
ELOVL4	0.806451613
FANCD2	-0.769230769
FCHO2	0.806451613
GAL3ST1	0.806451613
GALNT13	0.806451613
HCN3	0.806451613
HMG20B	0.806451613
HOXD3	0.806451613
IKBKE	0.806451613
ITGA2B	0.806451613
KCNJ13	0.806451613
KCNJ3	-0.769230769
KIAA0513	0.806451613
KIAA1683	0.806451613
KIF9	0.806451613
KYNU	0.806451613
LIG1	-0.769230769
MKL1	0
NAAA	0.806451613
NTRK2	0.806451613
OR2G6	0.806451613
OR52B4	-0.769230769
OR52N2	-0.769230769
OR9I1	-0.769230769
PAQR7	0.806451613
PCDH12	0.806451613
PM20D1	-0.769230769
POLG	-0.769230769
PPP3R2	0
PRKCSH	0
RAD51	0.806451613
RASGRF2	0.806451613
RERG	-0.769230769
RHOG	0.806451613
ROBO4	-0.769230769
ROR1	0
RP11-383H13.1	0
SEC14L6	-0.769230769
SFXN3	0.806451613
SLC16A2	0.806451613
SLCO1B1	0.806451613
SNX2	-0.769230769
SPPL2C	0
TAAR6	0.806451613
THEMIS2	0
TMEM161B	-0.769230769
TNFRSF10C	0.806451613
TNFSF14	-0.769230769
U2AF2	-0.769230769
ULK1	0.806451613
WDPCP	-0.769230769
WDR61	0
WDR88	0
ZNF653	0.806451613
ZRSR1	0.806451613
AASS	0.806451613
AC005481.5	0
AC018755.1	0.806451613
ACRC	0.806451613
ACTN2	-0.769230769
ADH4	0.806451613
ANAPC10	0
ANGPTL2	-0.769230769
ANKHD1	0
ANKRD23	0.806451613
ANKRD7	-0.769230769
AP000350.4	0.806451613
AP1S2	0
ARHGEF17	0
ARHGEF33	0.806451613
ARSF	-0.769230769
ARSH	0.806451613
ART4	0.806451613
ATG4C	0
AVP	-0.769230769
BTBD2	0.806451613
BTK	0.806451613
C10orf126	-0.769230769
C10orf40	0
C11orf72	-0.769230769
C11orf89	0.806451613
C18orf63	-0.769230769
C19orf18	-0.769230769
C19orf52	0.806451613
C1orf167	0
C22orf26	0.806451613
C9orf173	0
CNGA1	-0.769230769
CPSF3L	-0.769230769
CT47B1	0
CTSV	0
DACT2	-0.769230769
DCDC1	0.806451613
DDN	0
DEPDC4	0
DFFB	0.806451613
DMAP1	-0.769230769
EFCAB4B	0
EFEMP1	0
EFTUD1	0.806451613
ENG	0
ENPEP	0.806451613
ERCC6	-0.769230769
FAM13C	-0.769230769
FAM171A1	0.806451613
FBXO15	-0.769230769
FBXO25	0.806451613
FBXO8	0.806451613
FBXW4	-0.769230769
FCER1A	-0.769230769
FGFBP2	0
FKTN	0.806451613
FOXB2	0
GJC1	-0.769230769
GPR119	0.806451613
GSX1	0.806451613
GTDC1	0.806451613
GUCY2D	0.806451613
H2BFM	-0.769230769
HAND2	-0.769230769
HAPLN1	0
HDX	0.806451613
HIPK4	0.806451613
HIST1H1B	0
HIST1H2AA	0.806451613
HIST1H2BC	0
IGHV1-24	-0.769230769
IL22RA1	0.806451613
INPP5J	0
IPO8	-0.769230769
ISL1	0.806451613
KAL1	0
KHDC3L	0
KIAA0586	0.806451613
KIAA1430	0.806451613
KLHL3	0
KRTAP10-7	0.806451613
KRTAP11-1	0
KRTAP9-2	0.806451613
LDHAL6B	0.806451613
LDLRAD1	0.806451613
LRP2BP	0.806451613
MANBA	0.806451613
MAP6D1	0
MAP9	0.806451613
MAPK10	0.806451613
MCHR2	0.806451613
MEPE	0.806451613
MFAP1	0
MRPS9	0
MYH8	-0.769230769
MYPN	0
NGF	0
NR4A3	0.806451613
NR6A1	0
NUS1	-0.769230769
OGN	0
OR10X1	0
OR13C2	0.806451613
OR2A5	0
OR2C3	0.806451613
OR2L2	0.806451613
OR4K15	0
OR51I2	0
OR52M1	0
OR52W1	0.806451613
OR56B3P	0
OR5H1	0.806451613
OR5L1	0
OR6C76	0
OR7D4	0
OR7G1	-0.769230769
OR8G1	0.806451613
PARPBP	0.806451613
PASD1	0
PCDHGB4	0
PDE5A	0.806451613
PDE8A	0
PDIA6	-0.769230769
PEX5L	-0.769230769
PGK1	0
PHEX	0
PIGH	0.806451613
PLCXD2	-0.769230769
PLD3	0
PLEKHO2	0
PLK4	0
POMGNT1	0.806451613
PPHLN1	0.806451613
PPL	0
PPP4R4	-0.769230769
PRKACG	0.806451613
PRPF40A	0
PRPS2	0.806451613
RASD2	0
RFPL3	0
RGAG1	0.806451613
RNF123	0
RP11-1102P16.1	0.806451613
RRAD	-0.769230769
SCRT2	0
SEMA6D	0
SENP1	0.806451613
SENP7	0
SF3A2	0.806451613
SGSM2	0.806451613
SH3BP5	0.806451613
SLC12A3	0
SLC25A5	-0.769230769
SPATA6	0.806451613
SPATS2	-0.769230769
SPG20OS	0
SSH1	-0.769230769
SSH3	0
STXBP5L	0.806451613
TBC1D10C	0.806451613
TCL1B	0.806451613
TDRD9	0.806451613
TMEM150C	0.806451613
TMEM262	0.806451613
TMEM57	-0.769230769
TRAV40	0.806451613
TSSK6	0
UXS1	0
ZEB1	-0.769230769
ZNF248	-0.769230769
ZNF259	0.806451613
ZNF396	0.806451613
ZNF398	0.806451613
ZNF556	-0.769230769
AACS	0.806451613
ABHD17A	0.806451613
ABTB2	0.806451613
AC002365.1	0.806451613
AC007557.1	0.806451613
AC011294.3	0.806451613
AC012313.1	0.806451613
AC016251.1	0
AC016757.3	-0.769230769
AC040160.1	0.806451613
AC079612.1	-0.769230769
AC097381.1	0
AC104809.3	0
AC110781.3	0.806451613
AC120194.1	-0.769230769
AC135178.1	0.806451613
AC136604.1	-0.769230769
ACAD10	0.806451613
ADAMTS6	-0.769230769
AGA	0.806451613
AGAP1	0.806451613
AKR1E2	0.806451613
AL133481.1	-0.769230769
AL136115.1	0
AL136218.1	0.806451613
AL136531.1	-0.769230769
AL357673.1	-0.769230769
AL359195.1	-0.769230769
ALG12	0.806451613
ANKRD2	0
ANKRD20A1	0
ANKRD26	0
ANO2	0.806451613
ANXA5	0.806451613
AP1AR	0.806451613
APLF	0.806451613
AQR	-0.769230769
ASCL4	-0.769230769
ATP8A1	0
AVPR2	-0.769230769
BAAT	0.806451613
BANF1	-0.769230769
BARD1	0.806451613
BCL6B	0
BCL7A	0
BMS1	0
C11orf35	-0.769230769
C11orf42	0
C11orf44	0.806451613
C11orf68	0
C12orf40	0
C13orf45	-0.769230769
C14orf28	0
C14orf37	0.806451613
C16orf47	0
C16orf59	0.806451613
C16orf62	0
C17orf50	0.806451613
C18orf25	-0.769230769
C19orf73	0.806451613
C1orf177	0.806451613
C1QA	0
C1QTNF4	0.806451613
C20ORF135	0.806451613
C9orf89	0
CAPN3	0
CAPN5	0.806451613
CAT	-0.769230769
CCDC147	-0.769230769
CCDC92	0
CCKBR	0.806451613
CCR5	0.806451613
CD81	0.806451613
CERCAM	-0.769230769
CHIC1	0.806451613
CHIC2	0
CHKA	0
CLCA1	-0.769230769
CLCA2	0
CLCN3	-0.769230769
CLEC6A	-0.769230769
CLECL1	-0.769230769
CRB1	0.806451613
CSNK1A1L	0.806451613
CSTF2T	-0.769230769
CTD-2144E22.5	0.806451613
CTD-2215E18.1	0.806451613
CTD-2228K2.5	0
CTNS	0
CXorf23	0
CXorf40A	0.806451613
CYP2J2	0.806451613
DACH2	0
DCAF8L1	0.806451613
DDI1	-0.769230769
DDOST	0
DTHD1	0.806451613
DTNA	-0.769230769
DUSP2	0.806451613
ECHDC2	0
EDA	0.806451613
EDA2R	0
EDC3	0
ELTD1	0.806451613
EML1	0
ENTPD1	0.806451613
ENTPD2	0
EPB41L4B	-0.769230769
EPHB6	0
ERMARD	0.806451613
ERVFRD-1	0.806451613
ESM1	0.806451613
EVA1A	0
EXOC5	-0.769230769
F9	0.806451613
FABP6	-0.769230769
FADS1	-0.769230769
FAM120C	-0.769230769
FAM122A	0.806451613
FAM168A	0
FAM168B	0.806451613
FAM187A	-0.769230769
FAM187B	0.806451613
FAM27E3	0
FAM71F1	0.806451613
FAM84B	0
FAM86B1	0
FAM9A	0.806451613
FBXW12	0.806451613
FERMT2	0.806451613
FGL2	-0.769230769
FLJ00104	0
FLJ20373	0
FMNL3	-0.769230769
FRZB	-0.769230769
FST	0.806451613
GBF1	0.806451613
GIPC1	0
GLT8D2	0.806451613
GOPC	0.806451613
GPR115	0.806451613
GPR133	-0.769230769
GPR137C	0
GPR141	-0.769230769
GPR17	-0.769230769
GPR62	0
GPR83	-0.769230769
HDGFRP3	-0.769230769
HEXA	0.806451613
HHLA2	0.806451613
HIST1H3H	-0.769230769
HIST1H3I	0.806451613
HIST1H4C	0
HSD17B12	0
HYI	-0.769230769
IFNAR1	0.806451613
IGFBP6	0
IGHV3-66	-0.769230769
IGHV3-7	0
IGLV3-1	0
IGLV3-16	0.806451613
IGLV4-60	-0.769230769
IGLV5-48	-0.769230769
IGSF22	0.806451613
IL23R	-0.769230769
IQSEC3	-0.769230769
ISY1	0.806451613
ITIH6	0
JAGN1	0.806451613
KRTAP10-11	-0.769230769
KRTAP20-2	0
KRTAP26-1	0
KRTAP27-1	-0.769230769
KRTAP4-16P	0.806451613
KRTAP4-3	0
KRTAP4-4	-0.769230769
KRTAP4-6	0.806451613
KRTAP4-9	-0.769230769
KRTAP5-1	-0.769230769
LIN28A	0.806451613
LINS	0
LIPA	0.806451613
LMF1	0.806451613
LONP1	0
LRRC16A	-0.769230769
LRRC16B	0
LRRC17	0.806451613
LRRC18	-0.769230769
LRRC4	0.806451613
LURAP1	0
MADD	0.806451613
MAGEA1	0.806451613
MAGEA10	0.806451613
MAGEA11	0
MAGEB10	0
MAGEB17	0
MAGEB18	-0.769230769
MAGI2	0.806451613
MCOLN1	-0.769230769
MEI4	-0.769230769
MPL	0.806451613
MRGPRE	0
MROH9	-0.769230769
MRPS12	0.806451613
MS4A13	0
MS4A15	0.806451613
NADSYN1	0
NAMPTL	0.806451613
NAP1L3	-0.769230769
NCR3LG1	-0.769230769
NMS	0.806451613
NPTXR	0.806451613
NUDT6	0
NUDT8	0
NUP37	0
OR10A2	0.806451613
OR10A3	-0.769230769
OR10P1	-0.769230769
OR10T2	0
OR10V1	0
OR13C5	-0.769230769
OR13C9	0
OR14I1	-0.769230769
OR14K1	0.806451613
OR1F1	0.806451613
OR1G1	0.806451613
OR2F2	0
OR2G2	0
OR4A15	-0.769230769
OR4A47	0.806451613
OR4B1	-0.769230769
OR4C11	0.806451613
OR4C12	0.806451613
OR4C15	0
OR4C16	-0.769230769
OR4C3	-0.769230769
OR4D6	0.806451613
OR4F5	0
OR4N5	0
OR4P4	-0.769230769
OR51A7	0.806451613
OR51B2	-0.769230769
OR51V1	0.806451613
OR52A1	0
OR52A5	0
OR6B1	0
OR6C6	-0.769230769
OR6C65	-0.769230769
OR6S1	0.806451613
OR7A17	0
OR7C2	0
OR8B2	0
OR8B3	0
OR8B8	0.806451613
PACSIN3	0.806451613
PALMD	0
PBRM1	0.806451613
PCNXL4	0
PLA2G16	0
PLP1	0.806451613
PLXNC1	-0.769230769
PRH2	-0.769230769
PRR16	0.806451613
PRRT3	0.806451613
PUS7L	0
PUSL1	0.806451613
RGS8	0.806451613
RNASE1	0.806451613
RNASE10	0.806451613
RNASE11	0.806451613
RNASE4	0.806451613
RNF214	0
RP11-1220K2.2	0
RP11-1407O15.2	0
RP11-315O6.2	0
RP11-362K2.2	0
RP11-3P17.4	0.806451613
RP11-467N20.5	0.806451613
RP11-770J1.4	-0.769230769
RP11-794P6.2	0
RP11-81K2.1	0
RSPH10B2	0.806451613
RUSC2	0
RUVBL2	0.806451613
RWDD2A	0.806451613
SCARF1	-0.769230769
SEMA6B	0
SERPINF2	-0.769230769
SERPING1	0.806451613
SFTPD	0.806451613
SHC2	0
SIRT1	0.806451613
SLC25A14	0
SLC25A46	-0.769230769
SLC27A6	0.806451613
SLC38A4	0.806451613
SLC6A15	-0.769230769
SMARCC1	0.806451613
SMLR1	-0.769230769
SPACA1	0
SPANXC	0.806451613
SPRR2D	0
SPRR2E	-0.769230769
SRCRB4D	0
STOX2	-0.769230769
SVIL	0
SYTL3	0.806451613
TAS2R20	0.806451613
TCEAL1	0.806451613
TCEAL5	0
TCHP	0.806451613
TCTE1	-0.769230769
TMEM201	0.806451613
TMEM260	0.806451613
TMEM51	0.806451613
TMEM60	0.806451613
TPR	0.806451613
TRAV17	0.806451613
TRAV19	0.806451613
TRAV21	0.806451613
TRAV36DV7	0
TRAV9-2	0.806451613
TRBV19	-0.769230769
TSKS	0
TSPAN15	0.806451613
TSPAN17	0.806451613
TSPAN18	0
TTC37	0
TWIST2	0.806451613
UBE2E2	0.806451613
UPF3B	0.806451613
URGCP-MRPS24	0.806451613
WDR78	0.806451613
WWTR1	0.806451613
ZBBX	-0.769230769
ZFP37	-0.769230769
ZNF66	-0.769230769
ZNF681	-0.769230769
ZNF786	0.806451613
ZZEF1	0.806451613
MALAT1	-0.260115607
TXNIP	-0.163398693
RBM12	0.130718954
ZNF217	-0.081699346
HNRNPA1P10	-0.245098039
TPT1	-0.245098039
EXOSC4	-0.27972028
SRSF6	0.053380783
ZFP36L1	-0.27972028
ADNP	-0.245098039
EEF1A1	0.130718954
MCL1	-0.192307692
ASH1L-AS1	-0.131578947
EIF1	-0.22556391
MOCS3	-0.131578947
EIF4A2	-0.408496732
SRSF1	-0.413533835
FLG-AS1	-0.245098039
TMEM189-UBE2V1	-0.037593985
BHLHE40	-0.27972028
HEXIM1	-0.27972028
PTPN1	0.021645022
SPATA2	0.1953125
RPL23A	-0.367132867
SF3B4	-0.22556391
PLAGL2	0.1953125
RRS1	-0.264227642
NIT1	-0.162601626
STK16	-0.264227642
SNHG1	-0.06097561
KLF6	-0.541958042
RPS12	-0.162601626
PTMA	-0.319548872
RPL13AP5	-0.367132867
HOXA3	0
POLR1D	-0.131578947
DBNDD2	-0.037593985
FUS	-0.199115044
RPS11	-0.319548872
SLMO2-ATP5E	-0.162601626
HEY1	-0.365853659
C12orf57	-0.088495575
ZSWIM1	0.194805195
SRSF7	-0.541958042
CFL1	-0.365853659
APOLD1	-0.367132867
PPP1R15A	-0.454545455
HOXA4	-0.088495575
CHMP4B	-0.088495575
CIRBP	-0.199115044
ACTB	-0.199115044
TMEM189	0.108225108
HOXA10-HOXA9	0.367965368
CCNL1	-0.467479675
MTIF3	0.266903915
OARD1	-0.365853659
HSP90AB1	-0.264227642
HOXA11	0.291262136
ZNF341-AS1	0
HES1	-0.365853659
FOS	-0.541958042
NFKBIA	-0.601503759
HOXA-AS3	0.291262136
PIGT	-0.088495575
C20orf24	0.082872928
RPS2	0
TPI1	-0.121359223
U2AF1L4	-0.199115044
UBC	-0.319548872
DNAJB1	-0.121359223
ABHD11	0.108225108
MAT2A	-0.420353982
CYC1	0
RAC1	-0.02688172
RPS3	-0.199115044
ZNF688	-0.242718447
PAGR1	-0.088495575
RNF114	-0.121359223
TRIB1	-0.420353982
YAE1D1	-0.36407767
UTP23	-0.36407767
ACTG1	-0.309734513
NEURL2	0.097087379
CREBZF	-0.507518797
EIF6	0.3515625
RPL23	-0.242718447
AUP1	-0.309734513
APEX1	-0.36407767
FAM217B	-0.467479675
DYNLRB1	0.097087379
HSPA8	-0.420353982
RBM39	-0.02688172
HOXA10	0.097087379
RPL27A	-0.420353982
TOP1	-0.02688172
BCL2	-0.36407767
PFDN5	-0.420353982
CDX2	0.194805195
EEF1B2	-0.242718447
MGAT2	-0.606796117
SYS1	-0.242718447
PRSS8	-0.242718447
YOD1	-0.242718447
ZCCHC3	-0.02688172
ZFP36	-0.569105691
SRF	-0.36407767
TOMM34	-0.161290323
RASL11A	0
RAB24	-0.161290323
ZBED6	-0.02688172
GTF2F2	-0.242718447
ODF3B	-0.467479675
DNAJC9	-0.02688172
NFE2L3	-0.485436893
ZSWIM3	0.367965368
ZBP1	0.303867403
GAS5	-0.242718447
CDKN1B	-0.102739726
PRR13	-0.161290323
ENST00000568600	-0.060240964
GAPDH	-0.295698925
SLC50A1	-0.161290323
DUSP6	-0.485436893
HNRNPA3	-0.36407767
ZNFX1	-0.242718447
GADD45B	-0.060240964
ENST00000475045	-0.420353982
TUBA1B	-0.530973451
GDE1	-0.295698925
PSMB4	-0.161290323
PSMA7	-0.485436893
HDDC3	-0.485436893
ENST00000340708	-0.102739726
CALR	0.082872928
PMEPA1	-0.060240964
TUBA4A	-0.060240964
TNFRSF6B	-0.060240964
YTHDF3	-0.361445783
COQ10B	-0.295698925
ARFRP1	-0.161290323
HOXB-AS1	-0.430107527
MPC2	0.064102564
PRKAB1	-0.121359223
CEACAM5	-0.295698925
ALDOA	-0.420353982
PARD6B	-0.485436893
RBM15	-0.64159292
MED29	-0.36407767
MRPS7	-0.161290323
ENSA	-0.361445783
NACA	-0.161290323
MSL1	-0.485436893
STRAP	-0.060240964
LINC01588	-0.485436893
LINC00669	-0.420353982
SEPT1	-0.242718447
LOC389602	0.064102564
KBTBD6	-0.295698925
TUBB1	-0.102739726
UFC1	-0.02688172
KBTBD7	-0.295698925
ARHGEF39	-0.485436893
LOC400736	0.064102564
SGCZ	-0.295698925
HOXA7	0.192307692
TMEM141	-0.36407767
ERGIC3	0.064102564
EIF4A1	-0.530973451
RPL13	-0.161290323
LOC391003	-0.430107527
MYL6	-0.295698925
ZNF16	0.485436893
DPAGT1	-0.295698925
B4GAT1	-0.430107527
DHRS13	-0.361445783
RPLP0	-0.420353982
HOXB4	-0.295698925
HNRNPU	-0.295698925
CYP24A1	0.064102564
GZF1	-0.430107527
SLC2A4RG	-0.210843373
ARHGDIA	0.064102564
ENST00000453082	0.193370166
ATRAID	-0.210843373
HUS1	-0.485436893
ZNF7	0.064102564
ABT1	0.320512821
DDX28	-0.295698925
SPAG4	-0.210843373
UBE2C	-0.210843373
KIAA0226L	-0.161290323
LBX2	-0.36407767
RPL7A	-0.36407767
EIF5A	-0.485436893
RPL18	-0.485436893
EIF4G2	-0.295698925
ISCU	-0.485436893
OSER1	0.064102564
RTEL1-TNFRSF6B	0.064102564
HSPA5	-0.64159292
ENST00000390551	-0.210843373
DUSP12	-0.485436893
TMED4	-0.485436893
COASY	-0.295698925
TNFSF13	-0.361445783
GSS	-0.210843373
NFKBIZ	-0.64159292
RPS3A	0.193370166
RXFP4	-0.161290323
PIM1	-0.430107527
MLX	-0.060240964
PABPN1	-0.72815534
LRRC14	-0.210843373
NHLRC3	-0.210843373
YPEL3	-0.361445783
ZNF513	-0.430107527
CDK9	-0.606796117
FUT11	-0.752212389
RBM7	-0.564516129
SQLE	-0.361445783
TMEM55B	-0.564516129
SERINC3	-0.430107527
NABP1	-0.361445783
CEACAM6	-0.361445783
CCDC121	-0.752212389
EEPD1	-0.210843373
PLTP	0.388349515
SNORD115-21	0.303867403
CORO1A	-0.606796117
HDGF	-0.36407767
CELF4	-0.060240964
COX5B	-0.102739726
DAZAP2	-0.295698925
ELP5	-0.36407767
PROSER1	-0.210843373
MRPS31	-0.485436893
EFNA1	-0.060240964
DLD	-0.430107527
RPL12	-0.210843373
RPL18A	-0.361445783
ENST00000571780	-0.273972603
ETV6	-0.102739726
WFDC3	-0.102739726
ENST00000561463	-0.512048193
SLC39A1	-0.512048193
NOP56	-0.361445783
GPAA1	0.320512821
HM13	-0.210843373
ZMYND8	-0.430107527
FOXH1	-0.662650602
TPD52L2	-0.361445783
LAMTOR4	0.193370166
RPS9	-0.361445783
C8orf82	-0.662650602
DPM2	-0.295698925
GDF5	0.192307692
RND3	-0.564516129
SET	-0.485436893
DLEU2	-0.606796117
PCBD2	-0.430107527
PEX12	-0.273972603
RPS19	-0.430107527
BCL2L2	-0.849514563
IFITM2	-0.102739726
SDR39U1	-0.512048193
PRPF6	-0.210843373
MAZ	-0.564516129
SLC3A2	-0.430107527
AES	-0.210843373
MTURN	-0.430107527
PSMB10	-0.361445783
NANS	-0.295698925
YBX1	-0.564516129
ZNF281	-0.430107527
NFE2L2	-0.361445783
PA2G4	-0.430107527
RPL28	-0.361445783
BZW1	-0.512048193
